customer_id,age,city,annual_income,car_brand,car_model,car_age_years,mileage_km,preferred_service_center,loyalty_score,price_sensitivity,tech_savviness,preferred_communication,registration_date
CUST_00086,27,Jaipur,436837,Maruti Suzuki,Alto,12,128774,C-Scheme,0.54,0.83,0.98,Email,2025-06-26 05:00:18.657826
CUST_00087,37,Hyderabad,1336460,Mahindra,KUV100,7,58953,Madhapur,0.61,0.59,0.58,Email,2023-05-21 05:00:18.657826
CUST_00088,41,Pune,1530873,Honda,CR-V,6,81226,Aundh,0.9,0.53,0.64,Email,2022-11-06 05:00:18.658151
CUST_00089,38,Kolkata,1781413,Honda,Jazz,0,53094,New Town,0.65,0.67,0.71,Phone,2023-01-12 05:00:18.658151
CUST_00090,34,Ahmedabad,2288067,Honda,Jazz,10,60464,Satellite,0.35,0.83,0.53,Email,2023-08-08 05:00:18.658151
CUST_00091,45,Kolkata,542852,Tata,Tiago,10,159885,Salt Lake,0.57,0.45,0.49,WhatsApp,2025-04-19 05:00:18.658241
CUST_00092,25,Chennai,696494,Maruti Suzuki,Vitara Brezza,1,133763,Velachery,0.98,0.81,0.89,Phone,2023-01-05 05:00:18.658241
CUST_00093,35,Hyderabad,1485600,Hyundai,Verna,12,34711,Banjara Hills,0.51,0.5,0.55,SMS,2024-02-17 05:00:18.658241
CUST_00094,43,Lucknow,1170868,Tata,Harrier,1,179774,Hazratganj,0.91,0.7,0.66,SMS,2022-09-16 05:00:18.658241
CUST_00095,27,Bangalore,300000,Tata,Tigor,4,140473,Whitefield,0.48,0.21,0.97,WhatsApp,2023-11-20 05:00:18.658241
CUST_00096,32,Bangalore,1542559,Volkswagen,Tiguan,9,98421,Koramangala,0.75,0.54,0.7,Email,2022-12-09 05:00:18.658241
CUST_00097,40,Chennai,701704,Tata,Nexon,3,119972,OMR,0.7,0.66,0.75,Email,2025-05-18 05:00:18.658241
CUST_00098,40,Kolkata,1354126,Hyundai,Venue,10,32856,Howrah,0.94,0.8,0.79,Email,2024-03-17 05:00:18.658241
CUST_00099,27,Pune,630745,Hyundai,Creta,9,85700,Aundh,0.77,0.78,0.88,SMS,2024-12-15 05:00:18.658241
CUST_00100,38,Mumbai,742811,Tata,Nexon,9,115646,Thane,0.81,0.27,0.77,Email,2023-09-01 05:00:18.658241
CUST_00101,42,Bangalore,1424313,Tata,Tiago,8,115907,Whitefield,0.67,0.93,0.72,SMS,2024-01-22 05:00:18.658241
CUST_00102,50,Ahmedabad,1116140,Kia,Seltos,7,39739,Prahlad Nagar,0.4,0.97,0.57,WhatsApp,2023-06-13 05:00:18.658241
CUST_00103,22,Kolkata,412434,Tata,Punch,1,139219,Salt Lake,0.56,0.8,0.73,Email,2023-05-13 05:00:18.658241
CUST_00104,44,Pune,1405514,Tata,Safari,0,182410,Hinjewadi,0.92,0.65,0.75,App,2024-04-04 05:00:18.658241
CUST_00105,44,Ahmedabad,2741092,Volkswagen,Polo,2,31887,Prahlad Nagar,0.96,0.44,0.69,WhatsApp,2024-11-06 05:00:18.658241
CUST_00106,44,Jaipur,1654226,Volkswagen,Taigun,5,195763,C-Scheme,0.96,0.76,0.53,App,2023-02-24 05:00:18.658241
CUST_00107,49,Bangalore,995417,Hyundai,Tucson,7,181389,Electronic City,0.59,0.96,0.48,Phone,2023-06-04 05:00:18.658241
CUST_00108,34,Ahmedabad,1503587,Skoda,Rapid,10,116294,Vastrapur,0.68,0.98,0.57,Email,2025-02-27 05:00:18.658241
CUST_00109,28,Chennai,552636,Tata,Nexon,10,75602,T. Nagar,0.75,0.68,0.82,Phone,2025-03-20 05:00:18.658241
CUST_00110,32,Chennai,1232749,Mahindra,Scorpio,1,165282,Anna Nagar,0.45,0.37,0.74,SMS,2023-08-29 05:00:18.658241
CUST_00111,65,Lucknow,300000,Tata,Tiago,2,54076,Gomti Nagar,0.68,0.84,0.53,Phone,2025-05-10 05:00:18.658241
CUST_00112,46,Pune,316185,Hyundai,Verna,0,65677,Aundh,0.49,0.3,0.34,WhatsApp,2024-11-11 05:00:18.658241
CUST_00113,32,Ahmedabad,1635580,Skoda,Rapid,7,152078,Maninagar,0.46,0.69,0.72,App,2023-10-23 05:00:18.658241
CUST_00114,38,Mumbai,768902,Tata,Tiago,6,131745,Andheri West,0.78,0.59,0.64,WhatsApp,2025-02-01 05:00:18.658241
CUST_00115,29,Pune,735919,Maruti Suzuki,Swift,2,92093,Baner,0.74,0.67,0.97,Email,2023-05-13 05:00:18.658241
CUST_00116,29,Jaipur,643291,Tata,Punch,9,132774,Vaishali Nagar,0.37,0.76,1.0,App,2024-04-17 05:00:18.658241
CUST_00117,38,Chennai,939359,Kia,Carnival,6,129049,OMR,0.81,0.45,0.63,Email,2024-01-26 05:00:18.658241
CUST_00118,63,Bangalore,990175,Hyundai,i20,1,44439,Electronic City,0.6,0.8,0.41,Email,2024-10-08 05:00:18.658241
CUST_00119,22,Lucknow,637290,Hyundai,i20,6,112693,Aliganj,0.91,0.95,0.87,WhatsApp,2025-03-18 05:00:18.658241
CUST_00120,30,Lucknow,1540973,Skoda,Rapid,9,153015,Aliganj,0.45,0.73,0.79,SMS,2024-11-22 05:00:18.659245
CUST_00121,28,Jaipur,577052,Maruti Suzuki,Ertiga,4,170496,Vaishali Nagar,0.46,0.54,0.81,App,2025-05-09 05:00:18.659245
CUST_00122,44,Hyderabad,1546302,Honda,WR-V,11,100998,Banjara Hills,0.95,0.48,0.68,SMS,2024-09-11 05:00:18.659245
CUST_00123,23,Kolkata,533099,Maruti Suzuki,Vitara Brezza,10,28036,Salt Lake,0.36,0.62,0.87,WhatsApp,2023-02-23 05:00:18.659245
CUST_00124,32,Bangalore,938668,Kia,Carens,12,168791,Jayanagar,0.72,0.91,0.64,SMS,2024-08-13 05:00:18.659245
CUST_00125,59,Mumbai,921494,Hyundai,Verna,7,193523,Malad,0.6,0.69,0.53,WhatsApp,2023-12-20 05:00:18.659245
CUST_00126,22,Jaipur,783572,Tata,Safari,1,94251,Malviya Nagar,0.77,0.67,0.76,App,2023-10-09 05:00:18.659245
CUST_00127,63,Kolkata,1109739,Hyundai,i20,3,99015,Rajarhat,0.96,0.81,0.31,Email,2023-11-17 05:00:18.659245
CUST_00128,22,Mumbai,503153,Hyundai,Grand i10,2,53865,Powai,0.57,0.76,0.8,App,2023-07-07 05:00:18.659245
CUST_00129,53,Mumbai,587699,Maruti Suzuki,Wagon R,1,102066,Powai,0.7,0.66,0.32,WhatsApp,2023-11-17 05:00:18.659245
CUST_00130,43,Mumbai,1509853,Honda,CR-V,7,114857,Thane,0.36,0.88,0.53,SMS,2023-01-21 05:00:18.659245
CUST_00131,26,Jaipur,588094,Tata,Tiago,4,109001,Malviya Nagar,0.46,0.82,0.88,Phone,2022-08-21 05:00:18.659245
CUST_00132,22,Jaipur,395122,Tata,Altroz,11,189199,C-Scheme,0.87,0.39,0.89,SMS,2024-01-24 05:00:18.659245
CUST_00133,34,Lucknow,700886,Hyundai,i20,2,184613,Hazratganj,0.65,0.8,0.56,App,2022-12-25 05:00:18.659245
CUST_00134,57,Lucknow,370957,Hyundai,Verna,2,135281,Aliganj,0.35,0.55,0.5,Email,2023-12-17 05:00:18.659245
CUST_00135,32,Pune,1252296,Hyundai,Verna,7,138466,Baner,0.33,0.49,0.68,Email,2025-01-25 05:00:18.659245
CUST_00136,55,Delhi,369241,Hyundai,Venue,6,141297,Rohini,0.71,0.96,0.49,Phone,2022-12-23 05:00:18.659245
CUST_00137,51,Lucknow,803069,Kia,Carnival,8,59547,Hazratganj,0.97,0.56,0.57,Email,2025-01-10 05:00:18.659245
CUST_00138,26,Bangalore,692420,Maruti Suzuki,Vitara Brezza,7,135191,Koramangala,0.67,0.69,0.85,Email,2023-05-30 05:00:18.659245
CUST_00139,40,Kolkata,959913,Kia,Seltos,12,185383,New Town,0.75,0.25,0.78,Phone,2023-05-02 05:00:18.659245
CUST_00140,38,Lucknow,1045874,Kia,Seltos,9,193961,Hazratganj,0.4,0.48,0.59,WhatsApp,2024-10-10 05:00:18.659245
CUST_00141,39,Delhi,1464852,Mahindra,Thar,10,106108,Karol Bagh,0.87,0.74,0.68,App,2024-12-22 05:00:18.659245
CUST_00142,57,Kolkata,428655,Tata,Nexon,5,100967,Rajarhat,0.43,0.37,0.49,WhatsApp,2024-06-03 05:00:18.659245
CUST_00143,63,Bangalore,300000,Maruti Suzuki,Alto,12,46513,Whitefield,0.66,0.63,0.37,App,2025-04-15 05:00:18.659245
CUST_00144,36,Lucknow,1435326,Mahindra,Thar,2,62532,Hazratganj,0.43,0.75,0.7,App,2024-07-27 05:00:18.660247
CUST_00145,41,Mumbai,950920,Kia,Sonet,7,180063,Powai,0.5,0.8,0.72,WhatsApp,2024-03-09 05:00:18.660247
CUST_00146,35,Hyderabad,1002799,Tata,Altroz,10,169532,Kukatpally,0.99,0.57,0.66,Email,2023-05-11 05:00:18.660247
CUST_00147,30,Kolkata,1539840,Honda,CR-V,2,85536,Park Street,0.34,0.58,0.65,Email,2024-12-03 05:00:18.660247
CUST_00148,42,Jaipur,922836,Kia,Seltos,12,62024,Malviya Nagar,0.49,0.92,0.71,SMS,2023-01-18 05:00:18.660247
CUST_00149,48,Chennai,892189,Kia,Seltos,6,33960,OMR,0.58,0.5,0.33,WhatsApp,2025-01-15 05:00:18.660247
CUST_00150,47,Mumbai,988888,Hyundai,Tucson,11,190383,Thane,0.53,0.32,0.41,Phone,2023-11-22 05:00:18.660247
CUST_00151,28,Ahmedabad,487963,Hyundai,Grand i10,7,181309,Vastrapur,0.3,0.26,0.98,Email,2024-04-16 05:00:18.660247
CUST_00152,46,Jaipur,983111,Hyundai,Tucson,4,82295,Mansarovar,0.51,0.24,0.55,WhatsApp,2022-12-08 05:00:18.660247
CUST_00153,37,Ahmedabad,1246930,Mahindra,XUV300,3,57637,Satellite,0.5,0.2,0.52,Email,2024-02-25 05:00:18.660247
CUST_00154,53,Bangalore,622528,Hyundai,Verna,1,157903,Koramangala,0.68,0.83,0.47,App,2025-05-21 05:00:18.660247
CUST_00155,44,Ahmedabad,1119122,Honda,WR-V,4,24257,Satellite,0.55,0.25,0.62,SMS,2024-12-01 05:00:18.660247
CUST_00156,35,Pune,1639510,Toyota,Camry,8,108748,Aundh,0.87,0.34,0.73,WhatsApp,2022-10-25 05:00:18.660247
CUST_00157,47,Bangalore,1044052,Honda,City,4,72845,Koramangala,0.33,0.36,0.49,Phone,2023-09-24 05:00:18.660247
CUST_00158,53,Jaipur,806301,Mahindra,Thar,4,29599,Mansarovar,0.83,0.35,0.58,Email,2025-03-26 05:00:18.660247
CUST_00159,46,Pune,706919,Maruti Suzuki,Ertiga,5,134544,Kothrud,0.92,0.79,0.56,WhatsApp,2023-08-07 05:00:18.660247
CUST_00160,41,Ahmedabad,1147942,Kia,Carens,12,41656,Maninagar,0.81,0.26,0.79,App,2024-06-27 05:00:18.660247
CUST_00161,39,Pune,1438062,Hyundai,Verna,10,97500,Hinjewadi,0.51,0.68,0.66,WhatsApp,2024-07-25 05:00:18.660247
CUST_00162,28,Pune,1018477,Hyundai,Elantra,5,181179,Wakad,1.0,0.42,0.91,Phone,2025-01-29 05:00:18.660247
CUST_00163,25,Kolkata,357162,Hyundai,Tucson,11,198103,Howrah,0.41,0.22,0.9,App,2023-01-16 05:00:18.660247
CUST_00164,51,Delhi,1037498,Kia,Carens,6,168699,Lajpat Nagar,0.32,0.32,0.31,WhatsApp,2023-06-03 05:00:18.660247
CUST_00165,45,Delhi,988503,Tata,Punch,5,124342,Rohini,0.52,0.42,0.41,Phone,2025-05-09 05:00:18.660247
CUST_00166,37,Ahmedabad,841098,Mahindra,XUV700,4,88233,Maninagar,0.79,0.37,0.72,App,2023-11-25 05:00:18.660247
CUST_00167,38,Ahmedabad,929135,Hyundai,Creta,1,138500,Vastrapur,0.42,0.77,0.71,Phone,2023-09-16 05:00:18.660247
CUST_00168,49,Delhi,755882,Hyundai,Verna,4,61289,Rohini,0.8,0.94,0.5,SMS,2023-06-22 05:00:18.660247
CUST_00169,28,Delhi,535722,Maruti Suzuki,Baleno,12,149504,Lajpat Nagar,0.32,0.64,0.85,Email,2022-11-17 05:00:18.660247
CUST_00170,42,Jaipur,974510,Mahindra,XUV700,1,101078,C-Scheme,0.58,0.77,0.74,WhatsApp,2023-03-13 05:00:18.660247
CUST_00171,28,Lucknow,648737,Maruti Suzuki,Alto,10,39441,Gomti Nagar,0.61,0.74,0.93,Email,2024-10-12 05:00:18.660247
CUST_00172,40,Jaipur,997222,Tata,Safari,8,34526,C-Scheme,0.88,0.61,0.76,Email,2024-07-29 05:00:18.660247
CUST_00173,32,Chennai,1292819,Mahindra,Bolero,1,85694,Velachery,0.44,0.97,0.55,Email,2024-10-18 05:00:18.660247
CUST_00174,22,Lucknow,318507,Hyundai,Elantra,2,175139,Gomti Nagar,0.96,0.32,0.89,App,2023-08-10 05:00:18.660247
CUST_00175,29,Lucknow,557310,Maruti Suzuki,Swift,0,188153,Gomti Nagar,0.84,0.41,0.95,SMS,2023-03-01 05:00:18.660247
CUST_00176,41,Mumbai,1790142,MG,Astor,10,99192,Powai,0.64,0.84,0.69,WhatsApp,2023-10-31 05:00:18.660247
CUST_00177,48,Mumbai,752018,Tata,Safari,7,141750,Bandra East,0.44,0.69,0.44,Email,2023-09-17 05:00:18.660247
CUST_00178,37,Pune,798988,Maruti Suzuki,Ertiga,5,154998,Wakad,0.69,0.46,0.72,WhatsApp,2024-10-24 05:00:18.660247
CUST_00179,37,Chennai,1084536,Hyundai,i20,4,120702,Anna Nagar,0.9,0.53,0.58,SMS,2023-08-31 05:00:18.660247
CUST_00180,41,Pune,869107,Tata,Safari,8,142372,Aundh,0.65,0.45,0.78,Phone,2024-12-29 05:00:18.660247
CUST_00181,44,Jaipur,1813095,Honda,Amaze,9,112509,Mansarovar,0.33,0.43,0.78,App,2022-11-11 05:00:18.661250
CUST_00182,36,Mumbai,1360684,Honda,Amaze,4,115886,Andheri West,0.83,0.49,0.59,WhatsApp,2025-03-19 05:00:18.661250
CUST_00183,46,Chennai,679633,Hyundai,Verna,1,121279,Velachery,0.65,0.81,0.47,Email,2024-10-31 05:00:18.661250
CUST_00184,40,Delhi,1205036,Kia,Carens,8,115841,Dwarka,0.83,0.36,0.54,App,2023-04-01 05:00:18.661250
CUST_00185,39,Mumbai,890796,Tata,Tigor,5,144189,Andheri West,0.66,0.32,0.65,App,2024-09-18 05:00:18.661250
CUST_00186,38,Lucknow,1399199,Tata,Safari,9,98442,Aliganj,0.72,0.61,0.6,App,2022-10-02 05:00:18.661250
CUST_00187,55,Hyderabad,1087781,Hyundai,Verna,5,196634,Kukatpally,0.38,0.53,0.51,Email,2025-05-08 05:00:18.661250
CUST_00188,63,Hyderabad,569795,Hyundai,Creta,11,33462,Madhapur,0.71,0.34,0.48,App,2023-05-15 05:00:18.661250
CUST_00189,48,Chennai,855002,Mahindra,KUV100,1,70012,T. Nagar,0.31,0.45,0.34,SMS,2023-03-09 05:00:18.661250
CUST_00190,64,Kolkata,557510,Hyundai,Grand i10,11,36326,Rajarhat,0.79,0.61,0.51,App,2023-09-05 05:00:18.661250
CUST_00191,27,Ahmedabad,480121,Tata,Harrier,7,159756,Maninagar,0.54,0.48,1.0,Email,2022-10-14 05:00:18.661250
CUST_00192,22,Chennai,494848,Hyundai,Verna,3,98017,Velachery,0.84,0.76,0.76,WhatsApp,2023-09-21 05:00:18.661250
